Y,E1,E2,E3,E4,E5,E6,E7,E8,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30
120.2737123,7.068558928,5.541732998,5.998545455,3.359068541,4.628501624,6.042805896,5.526122126,5.870285627,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
100.4995867,5.389958466,3.80336627,5.640203633,2.372193466,4.400255786,4.408844328,5.526134529,3.906245082,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
91.19479538,4.802193808,6.110196849,5.82207739,6.56297326,6.2903413,4.069136499,4.937868071,5.267706363,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
132.6582441,4.897461105,1.099104909,5.158761581,5.208183451,3.008392842,4.865963802,4.230467702,5.318897856,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
103.1925968,4.888694125,7.155937359,5.626784136,6.643781033,4.096463773,3.981936803,3.063542777,4.434795632,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
117.2276682,5.279403161,3.890487702,3.940117202,4.683941555,4.159276348,4.963396032,5.481236417,4.436616787,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
105.4111391,3.319568824,5.827613766,7.005086398,5.363943992,4.014783739,5.275809271,5.543573616,3.660901822,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109.4714288,4.053124186,5.46264368,4.624666487,5.579072439,5.619120715,4.757804353,4.136189706,4.735608918,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
69.94114064,6.375595204,7.360255114,4.918061403,5.308328753,7.256655768,3.38969362,5.131955632,5.110969357,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
147.7457152,5.253571701,6.432957132,6.995507686,3.915154104,4.94568338,6.40984415,5.546716517,5.013960833,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
106.0820489,1.809435849,7.237803206,4.369090694,4.151850463,4.122140501,3.169402926,3.32872583,6.326466879,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
120.9553878,5.658709624,5.297739826,4.433773829,4.591318685,5.033513913,4.324673661,4.943523078,3.973251349,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
154.5452455,4.679423861,4.035935369,6.436797174,4.950534729,5.164062781,6.40375476,4.771208778,6.463083298,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
119.0508563,5.83752816,5.294953462,4.914189117,4.011549957,4.403406013,6.424530495,4.297867028,4.621701986,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0
141.310827,7.511720591,6.193585917,5.598299239,6.306052023,7.331017346,3.9715806,6.621391601,4.695678333,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
108.6823177,4.307005516,5.638501825,5.887588526,4.246655893,4.630680061,5.175724938,5.505401147,4.071674349,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
101.3183306,4.818256879,5.767629084,6.213023133,6.259462612,5.502691071,4.715137678,5.417733529,4.823367095,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
100.511829,4.46294719,4.224357718,5.757922725,5.766322105,5.229636238,3.707951702,6.722453913,3.984360408,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
94.71554573,4.703545539,5.103482919,4.339267277,7.076932995,3.963165122,2.974796078,5.827956555,5.336756932,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
131.7648763,5.804883005,5.26692458,6.230809165,4.643468425,5.57472793,4.708577514,3.939283457,5.487960314,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0
120.5352287,5.061121131,5.761541289,4.014133155,5.057273519,4.881436599,4.497856741,5.975665686,4.87155469,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
119.7053904,5.36179227,5.032608307,6.157911979,5.522506466,4.448308595,5.640626261,5.110732065,5.024009149,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
138.7959321,6.003974411,5.378403223,3.892631764,6.157835492,5.723907301,3.154760101,6.996240534,5.789439019,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1
107.4048714,3.994831635,4.916505542,4.666545757,3.1123552,5.918708277,5.309501496,7.071602952,4.392637002,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
111.4926149,4.499729435,4.916088575,4.344618474,4.624818235,6.179651752,5.485013054,3.850749359,4.641895326,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
128.5362081,7.056132289,5.389107682,3.402423917,4.003725435,3.217919618,3.655761289,4.394493951,4.956897716,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0
124.7093124,5.531347223,4.340850291,5.188979836,5.873775084,5.797546367,4.76395024,5.169165704,4.899376247,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
110.1988707,5.026620918,5.5061167,5.289778498,5.484495557,3.633066876,5.53249373,3.889905421,4.154301298,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
119.9972876,5.806117025,5.149378152,5.589560064,4.517850027,5.563916513,5.847799347,5.08755904,4.720648085,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
128.8775235,4.866603699,6.124188903,5.076693338,4.496760826,6.260559009,6.629097776,5.531094238,5.269781407,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
131.8083238,5.702413777,4.905303232,5.518842053,4.988330316,5.152526797,6.567314617,6.098117165,3.828580912,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
103.658632,3.023336207,3.031079307,6.831460052,6.370219635,4.595707988,4.802602964,4.599903737,6.703879338,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1
155.4825897,4.912665815,3.627700961,5.352493213,4.307547134,4.779219237,5.731685527,7.139468587,4.708935657,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
126.6955233,5.069160989,5.324193014,5.139327714,5.43332522,2.771812518,5.460163909,3.717241595,5.467697123,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
123.503499,3.874409458,3.765951139,4.621420447,5.402129978,6.56170851,5.081746813,3.303991525,3.935592378,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
142.3744278,5.69418487,4.255796823,4.796641674,4.001403343,6.307012637,6.377444309,5.370728313,5.463915939,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
124.9155869,6.040586748,6.294963601,5.124763645,5.178353105,6.359101385,4.003597701,5.780090379,6.308265833,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
75.36845921,5.957098192,4.943693976,6.189518077,5.375880195,3.040614961,5.455751214,3.660446262,2.984060283,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
119.7441392,5.451999343,5.776909679,3.183098387,4.725902778,3.81163421,4.845912733,5.100909407,3.623883584,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1
102.3779343,3.543501975,4.877548373,4.363237854,4.442959966,4.034196143,5.769280766,5.260832842,4.757426089,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
116.1771426,6.054691709,4.923302887,6.274037583,5.812798691,2.56593798,4.539642632,7.007885604,5.262773495,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
136.3372148,5.326109446,6.903451386,4.863863931,3.52382558,4.277957914,5.716179363,5.370017225,4.139925906,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
121.7112819,5.225194249,5.293929024,5.68619205,5.928880236,3.043543631,3.547200336,4.370089651,5.117414939,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
113.0696422,7.343637445,5.179730666,5.091829856,5.045991409,5.020660879,5.322371833,6.62937195,4.63181162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
106.7257533,5.835936538,4.770499367,4.151326787,5.382856051,4.770317816,5.175636088,3.989284728,4.784317341,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100.9714204,4.580157443,5.228911747,5.3750276,5.167146353,4.14389669,4.913613299,5.215552362,5.282609113,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
90.71174055,5.281402946,5.756823034,3.571459886,5.092024423,6.216293313,3.105942318,4.294560866,6.016212619,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
135.0712813,6.391704548,5.622633464,4.354918499,2.825559141,6.311681418,5.618853195,5.507232814,4.545347237,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0
140.7825344,4.076056753,3.865062434,5.312879518,3.135277742,5.524983982,5.65946355,4.374090378,4.925684837,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
106.2683499,4.983933098,6.102974772,5.098638104,5.497850678,5.696478739,5.256592579,4.226753399,5.415301691,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
94.89583839,5.16541098,5.398598201,4.892205515,3.942687261,3.714029383,5.76817645,6.220012826,3.980310389,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
150.4967926,6.000698848,5.279938163,6.231870992,5.04298392,4.162040844,6.253329597,5.682466525,6.33503403,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
147.0083664,7.462469289,5.00921027,7.929222303,3.291199989,6.194012308,4.989767982,3.989954994,6.082428124,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1
86.73994251,4.342558861,3.940086837,5.113213276,4.232347523,5.458590616,4.531858681,6.702410916,3.479368955,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
114.5076534,4.497349293,6.025962506,5.133854157,5.413812433,3.48383905,3.824826042,5.276526376,6.511750811,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
92.65753998,4.274012356,5.157181946,5.761792225,6.3433131,6.251115943,3.912336314,4.192801565,4.750740729,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92.97874341,5.729556661,6.406679029,4.329253445,6.053613539,4.58058773,3.521680153,3.37760542,3.892493234,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
92.07962373,6.975035086,2.580766002,5.39050174,5.316920986,3.400428087,4.809760569,6.022925219,3.388598198,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
143.985416,4.019718847,4.05597042,4.839673738,5.040802145,5.607279193,5.575567559,4.306374414,5.700501268,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1
138.7965846,6.205813714,5.606693303,5.600954285,3.875754335,5.012232192,5.542833566,5.769659103,7.330858651,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121.5939256,5.504815474,4.980146375,3.115002849,5.232495788,6.177681936,4.791743716,4.955804024,5.248700229,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
126.8632285,4.259299412,3.84247892,4.06014297,5.800076133,6.00239224,6.63425305,6.068302856,5.652024454,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
100.5724146,5.470142184,5.267455928,4.320452329,5.036336499,6.494706416,4.808942301,4.212229557,4.679406599,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
119.8573592,4.248268708,5.186478395,3.868698242,3.916924948,7.40505299,3.76099284,6.490071177,6.242065071,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
68.32547485,4.092281264,7.155045711,6.407103898,5.243410647,4.896584918,3.830566332,4.41743489,3.215974516,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
107.8602502,4.466785336,3.992376742,5.26736967,5.768252187,5.946010504,2.889235085,4.583649578,5.252093448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
119.92865,3.905898457,7.139496309,6.167297972,5.077838199,4.266637576,6.036830845,4.648595472,4.94032905,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
126.752905,5.623484102,3.48485382,5.454083613,5.60015786,4.745034831,5.128322983,3.871090949,5.605058201,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
118.2825111,5.187828491,6.451068041,6.610787381,6.177471939,5.062060383,5.282416252,5.411511847,5.654771075,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.2924467,4.104116857,5.135604805,5.347888139,5.401810538,3.152480525,4.271472602,5.66548821,3.062379781,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
122.2552478,5.716036659,6.835259478,5.262254782,4.680197372,4.323088978,5.562643251,3.744878275,5.052133523,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
122.7853121,4.914519804,5.415280788,7.03489781,4.407077599,6.208509495,3.819014688,6.889921897,5.653569745,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
98.50588912,3.791253898,3.780317517,3.790237158,4.629930665,6.355870481,3.598866536,5.477597628,5.453011204,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
115.3515389,5.157273371,5.26186086,4.66790752,4.877139122,4.751424091,4.895761052,4.910000734,4.304826127,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
133.2913555,6.001037144,3.83805108,5.16391016,4.243567842,7.235235701,5.324860374,5.250766146,5.16875102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
118.9172832,4.244094622,5.6342136,5.645796578,4.814224403,5.434997956,5.576769814,4.100513622,3.410037265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
112.4729035,3.91849448,4.399083091,4.861871362,4.839283872,4.932541317,4.833086286,4.611754195,5.499616183,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
94.81009737,6.204102819,5.598419469,7.344689383,5.255441279,4.961858349,4.053376894,6.190284669,4.763524366,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
95.81523136,4.099397267,4.162366623,5.547070752,4.2249966,4.335238181,6.161431099,4.593738377,5.166926887,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
139.2278117,6.418603651,2.734750292,5.175154846,3.952036643,6.053245482,5.655727104,5.941812481,5.709656455,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
133.0542603,4.450645129,4.584969737,6.623176885,7.385777659,4.732306904,5.760068829,5.530256994,5.001802265,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
147.1810496,4.809145958,4.735774968,5.345129324,5.656614014,6.222657414,6.018703475,4.409040241,5.824169247,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
133.6585852,3.970975079,4.918188482,5.287587297,5.270410718,3.59727091,4.724914905,6.725507777,5.3321205,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
134.2081309,7.155431258,5.421131208,6.433463679,5.487450108,4.860857247,5.719431691,3.081515785,3.981235893,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
97.15258142,6.788736721,5.747932131,6.529170778,4.417310967,7.027821416,4.178861699,4.746876085,3.78096816,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
125.0357649,4.453017264,4.131737018,4.611256316,5.466743861,5.255791172,6.09343094,5.558230823,5.915936657,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
139.9136488,4.236503921,6.486718135,4.517211824,4.917980312,6.947689037,6.100057544,3.772017539,6.399502166,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
113.1537641,4.72247858,4.371582879,4.256297803,3.827178319,4.943452019,4.397195909,4.373023537,5.102931717,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
109.0978538,6.584291735,5.67815388,6.168059733,6.29746536,4.570681873,5.616189267,4.313830986,5.253343096,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
117.4415224,5.635033499,4.246766018,4.067969231,3.299026382,3.614876619,6.11227592,5.934342021,3.946447666,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
121.5463765,4.700781923,5.052988249,5.068209408,4.445679538,5.201963905,4.27341159,4.353988846,6.284427978,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
145.4674238,6.23558278,4.231162345,6.639271118,3.971866412,5.655296894,5.538715319,4.571417522,6.47644803,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
117.1152997,6.189709228,5.068680774,5.473890537,5.026726181,3.493074815,6.056527069,5.346628338,6.289329899,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0
105.6575466,3.13450746,3.948489963,4.251340643,6.785465831,4.253635384,5.770775695,5.378059284,5.400611428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
91.9553338,5.138718963,5.944509238,4.780625104,4.325317066,6.564094852,5.374998711,6.212974298,3.501709473,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
105.2414002,7.174127679,4.658025641,3.534206792,3.25613627,4.151248367,4.992852491,5.484768379,4.337710958,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
106.1353174,6.208143051,4.107550074,5.256890838,6.629046752,3.209865343,5.185630575,6.718008472,4.352165266,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
166.0740867,4.844541275,5.22274871,5.097103951,6.674038795,4.90561556,6.013169067,5.315023738,6.405050163,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.5942923,5.83923682,5.100488002,6.126133598,4.365853906,6.312359463,4.349142622,4.497662309,7.176561218,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
101.2691116,4.535170112,3.927164754,6.765381062,4.01684563,4.3630062,5.515048542,5.919736007,3.82964515,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
116.7627044,6.33649622,5.250597239,6.14532175,5.274754744,6.620314878,5.553979374,6.922075421,4.183937458,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
132.2209046,6.151564635,4.296507764,5.203924874,6.904026224,5.034972801,5.053928232,6.171647954,6.071815009,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
133.9669982,4.754788913,4.095000531,2.776495019,6.89647821,6.045475382,6.152080778,6.509381598,5.360468239,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
120.1866527,4.430163535,7.357215191,2.180538647,5.657901062,3.656518366,6.005172526,4.736192669,5.594276138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1
124.7393718,4.496257752,4.192264744,4.849413523,5.2563496,4.559819066,5.698433043,5.918407867,4.395613597,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
116.0501359,5.705708556,5.871896766,5.222511002,5.480337151,5.30968918,5.444687466,5.097905221,4.682427568,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150.1121932,3.932317519,3.718804599,5.05771595,5.067030057,5.463355671,5.274603958,5.869627214,5.829007048,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
78.88855266,4.660091987,2.241729699,2.855874151,5.003870797,3.73962457,3.57946,4.821580081,4.612249635,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
117.8314688,5.789757064,4.605589244,6.537347331,4.092533519,6.073022056,5.162733531,2.458934733,6.388186461,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
119.7065489,5.522290095,5.878480475,4.389549836,4.722946204,4.379990523,4.600818423,3.405160933,5.021724632,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
111.1108075,6.670903406,5.469282144,4.607817503,4.307237875,6.154938528,3.55091904,4.172580007,5.057465563,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
79.3725082,5.595555471,4.999541771,4.615821135,3.81586726,4.142354944,4.667144841,7.761630415,3.256294162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
105.930397,4.374061631,4.242239961,6.111809978,3.965644376,4.835063481,5.868763825,4.389100476,3.217108927,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1
99.37421009,4.112445869,5.897155297,4.79837246,5.391681558,5.217923047,5.723321695,5.662720926,3.248717259,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1
93.22582345,6.163292513,5.734750066,4.081747895,5.151552601,4.481480291,4.019884338,6.219351465,4.316763851,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0
87.23568143,2.824493155,5.032498246,4.615331842,5.424402719,5.712879,3.333534703,5.282489337,5.22019299,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
143.3946894,5.044858226,4.085283847,5.69222633,3.853664283,5.197226108,5.509216397,4.253457702,7.156288525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
107.0865954,4.29065501,4.789430073,4.111882936,5.364589294,4.537745245,5.615063127,4.558795028,5.021508604,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
80.91916772,5.195135326,7.187079805,5.25595027,5.680950365,3.589188327,2.847052838,4.841082861,4.126971964,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
144.119514,5.257896196,3.762703654,6.351895033,3.118204492,5.804416689,4.243027344,4.768280627,5.641719825,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
111.7454257,5.081707673,5.469066618,6.051974162,4.767584853,3.788362281,4.181209566,3.541446229,4.443147846,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
